gene,KOG
Acropora_020174,Transport and Golgi organisation 2
Acropora_020181,chromatin remodeling
Acropora_020204,tRNA-4-demethylwyosine synthase activity
Acropora_020219,Sphingomyelin phosphodiesterase 4
Acropora_020230,SET domain containing 6
Acropora_020235,NA
Acropora_020243,microtubule motor activity
Acropora_020260,NA
Acropora_020271,NA
Acropora_020272,fibroblast growth factor-activated receptor activity
Acropora_020273,NA
Acropora_020276,NA
Acropora_020296,protein ubiquitination
Acropora_020316,Chromosome X open reading frame 58
Acropora_020347,Nodal modulator
Acropora_020357,NA
Acropora_020365,NA
Acropora_020367,NA
Acropora_020373,NA
Acropora_020389,"Transcriptional regulator, Out at first"
Acropora_020408,NA
Acropora_020409,NA
Acropora_020422,ribosome binding
Acropora_020429,NA
Acropora_020430,NA
Acropora_020451,Transcription mediator complex subunit Med12
Acropora_020474,ankyrin repeats
Acropora_020488,NA
Acropora_020491,hormone-sensitive lipase activity
Acropora_020514,cerebellar Purkinje cell layer maturation
Acropora_020524,NA
Acropora_020525,Cyclin-dependent kinase inhibitor 1B-like
Acropora_020529,protein binding involved in protein folding
Acropora_020547,NA
Acropora_020552,Tektin 3
Acropora_020561,NA
Acropora_020566,NA
Acropora_020572,organic anion transmembrane transporter activity
Acropora_020576,NA
Acropora_020596,positive regulation of protein exit from endoplasmic reticulum
Acropora_020599,Endomembrane protein 70
Acropora_020606,G patch domain-containing protein
Acropora_020617,thiol-dependent ubiquitin-specific protease activity
Acropora_020620,NA
Acropora_020667,NA
Acropora_020698,NA
Acropora_020719,NA
Acropora_020724,NA
Acropora_020730,NA
Acropora_020747,MAP kinase kinase kinase kinase activity
Acropora_020751,NA
Acropora_020756,"Filamin C, gamma"
Acropora_020758,NA
Acropora_020760,60S ribosomal protein
Acropora_020761,mitochondrion disassembly
Acropora_020764,regulation of mitotic cell cycle
Acropora_020765,NA
Acropora_020766,NA
Acropora_020767,NA
Acropora_020808,NA
Acropora_020826,NA
Acropora_020865,NA
Acropora_020886,NA
Acropora_021086,K02A2.6-like
Acropora_021091,NA
Acropora_021097,NA
Acropora_021127,NA
Acropora_021139,NA
Acropora_021149,NA
Acropora_021175,NA
Acropora_021258,NA
Acropora_021271,"ATPase activity, coupled to transmembrane movement of substances"
Acropora_021281,NA
Acropora_021310,NA
Acropora_021344,COG0834 ABC-type amino acid transport signal transduction systems periplasmic component domain
Acropora_021366,Zinc finger B-box
Acropora_021384,NA
Acropora_021433,"Translocon-associated protein, delta subunit precursor (TRAP-delta)"
Acropora_021472,positive regulation of TOR signaling
Acropora_021484,NA
Acropora_021522,NA
Acropora_021528,NA
Acropora_021538,NA
Acropora_021559,fibroblast growth factor-activated receptor activity
Acropora_021569,NA
Acropora_021586,Low affinity cationic amino acid transporter 2
Acropora_021635,NA
Acropora_021653,NA
Acropora_021655,metalloendopeptidase activity
Acropora_021659,negative regulation of cell growth involved in cardiac muscle cell development
Acropora_021667,GRIP and coiled-coil
Acropora_021687,NA
Acropora_021708,NA
Acropora_021718,NA
Acropora_021725,GTPase-activator protein for Ras-like GTPase
Acropora_021740,nucleic acid-templated transcription
Acropora_021754,Presenilin enhancer gamma secretase subunit
Acropora_021795,Aristaless related homeobox
Acropora_021803,Rac GTPase binding
Acropora_021807,phosphatidylinositol dephosphorylation
Acropora_021810,NA
Acropora_021831,Rho GTPase activating protein 32
Acropora_021835,transmembrane protein 147
Acropora_021838,actin binding
Acropora_021856,neuropeptide Y receptor activity
Acropora_021885,Domain of unknown function (DUF4591)
Acropora_021890,NA
Acropora_021894,Belongs to the cullin family
Acropora_021921,NA
Acropora_021928,NA
Acropora_021940,NA
Acropora_021946,NA
Acropora_021950,ribosomal small subunit assembly
Acropora_021962,glycogenin glucosyltransferase activity
Acropora_021969,"DNA-directed RNA polymerases I, II, and III subunit"
Acropora_021971,axoneme assembly
Acropora_021982,NA
Acropora_022020,c4 zinc finger in nuclear hormone receptors
Acropora_022021,Belongs to the DEAD box helicase family
Acropora_022029,NA
Acropora_022044,Antigen WC1.1-like
Acropora_022045,Tyrosine-protein kinase RYK
Acropora_022053,protein kinase C activity
Acropora_022059,protein kinase C activity
Acropora_022062,NA
Acropora_022063,NA
Acropora_022087,amyloid-beta metabolic process
Acropora_022093,NA
Acropora_022101,NA
Acropora_022103,NA
Acropora_022106,trafficking protein particle complex
Acropora_022115,RNA polymerase II transcriptional preinitiation complex assembly
Acropora_022116,NA
Acropora_022119,NA
Acropora_022123,NA
Acropora_022132,protein-cysteine S-acyltransferase activity
Acropora_022145,Autophagy-related protein 3
Acropora_022148,NA
Acropora_022151,Coiled-coil domain containing 153
Acropora_022157,NA
Acropora_022165,arylacetamide deacetylase-like
Acropora_022185,Cop9 signalosome
Acropora_022186,snRNA processing
Acropora_022192,positive regulation of proteasomal protein catabolic process
Acropora_022194,28 kDa A-kinase anchor
Acropora_022196,"Tyrosine kinase, catalytic domain"
Acropora_022207,Diacylglycerol kinase
Acropora_022210,protein localization to lysosome
Acropora_022214,Rab GTPase binding
Acropora_022218,Belongs to the G-protein coupled receptor Fz Smo family
Acropora_022238,positive regulation of DNA-directed DNA polymerase activity
Acropora_022246,biological adhesion
Acropora_022249,NA
Acropora_022273,NEDD8 transferase activity
Acropora_022291,somatostatin receptor activity
Acropora_022294,NA
Acropora_022296,MORN repeat-containing protein
Acropora_022316,NA
Acropora_022335,-
Acropora_022348,NA
Acropora_022353,Placenta-specific gene 8 protein-like
Acropora_022372,Domain of unknown function (DUF4457)
Acropora_022384,SET and MYND domain containing 3
Acropora_022413,Cytohesin
Acropora_022416,proteasome-mediated ubiquitin-dependent protein catabolic process
Acropora_022437,transmembrane transporter activity
Acropora_022455,Centrosomal protein
Acropora_022476,ATP-binding cassette sub-family A
Acropora_022482,nucleic acid binding
Acropora_022485,"Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of RNase MRP complex, which cleaves pre-rRNA sequences"
Acropora_022490,NA
Acropora_022498,Von Willebrand factor A
Acropora_022499,Ras-associating and dilute domain-containing
Acropora_022505,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
Acropora_022506,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome"
Acropora_022537,Belongs to the DEAD box helicase family
Acropora_022540,"Leucine-rich repeat LGI family, member 3"
Acropora_022551,rRNA processing
Acropora_022560,NA
Acropora_022563,negative regulation of protein kinase B signaling
Acropora_022584,glycerophosphodiester phosphodiesterase 1
Acropora_022585,glycerophosphodiester phosphodiesterase 1
Acropora_022624,ATP binding
Acropora_022627,NA
Acropora_022630,metalloendopeptidase activity
Acropora_022642,NA
Acropora_022644,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Acropora_022672,-
Acropora_022677,cytolysis
Acropora_022688,protein-cysteine S-acyltransferase activity
Acropora_022692,"Chromobox homolog 4 (Pc class homolog, Drosophila)"
Acropora_022694,response to brefeldin A
Acropora_022703,NA
Acropora_022710,mitogen-activated protein kinase p38 binding
Acropora_022717,Growth factor receptor-bound protein 2
Acropora_022733,Possible lysine decarboxylase
Acropora_022741,NA
Acropora_022744,Dihydrouridine synthase 1-like (S. cerevisiae)
Acropora_022748,detection of mechanical stimulus
Acropora_022755,fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
Acropora_022766,guanylate cyclase activity
Acropora_022782,coiled-coil domain containing 57
Acropora_022855,Leucine-rich repeat
Acropora_022861,NA
Acropora_022864,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity. It is involved in the biological process described with pattern specification process
Acropora_022868,NA
Acropora_022873,ubiquitin protein ligase binding
Acropora_022885,NA
Acropora_022888,early endosome to Golgi transport
Acropora_022923,alkylglycerone-phosphate synthase activity
Acropora_022924,serine arginine-rich splicing factor
Acropora_022928,NA
Acropora_022941,low voltage-gated calcium channel activity
Acropora_022953,intracellular chloride channel activity
Acropora_022995,Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
Acropora_022997,voltage-gated potassium channel activity
Acropora_022998,GTP binding protein 1
Acropora_023028,Collagen triple helix repeat (20 copies)
Acropora_023029,NA
Acropora_023048,Calcium-binding protein
Acropora_023055,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
Acropora_023059,"CCR4-NOT transcription complex, subunit 3"
Acropora_023063,tRNA 5'-leader removal
Acropora_023077,NA
Acropora_023116,SGT1 protein
Acropora_023117,NA
Acropora_023126,NA
Acropora_023127,NA
Acropora_023151,NA
Acropora_023221,NA
Acropora_023246,NA
Acropora_023263,NA
Acropora_023269,Serine threonine-protein phosphatase
Acropora_023309,NA
Acropora_023325,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Acropora_023340,NA
Acropora_023439,NA
Acropora_023492,positive regulation of histone H3-K79 methylation
Acropora_023499,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_023510,Astacin (Peptidase family M12A)
Acropora_023529,GNS1/SUR4 family
Acropora_023536,Activating molecule in BECN1-regulated autophagy protein
Acropora_023556,acetylcholine-gated cation-selective channel activity
Acropora_023599,NA
Acropora_023612,Activating transcription factor
Acropora_023615,NA
Acropora_023619,Belongs to the universal ribosomal protein uS9 family
Acropora_023622,clathrin adaptor activity
Acropora_023633,Belongs to the ATP guanido phosphotransferase family
Acropora_023635,lens induction in camera-type eye
Acropora_023637,NA
Acropora_023660,Putative cyclase
Acropora_023662,NA
Acropora_023682,NA
Acropora_023693,Belongs to the helicase family. RecQ subfamily
Acropora_023697,NA
Acropora_023701,NA
Acropora_023708,NA
Acropora_023717,sulfur oxidation
Acropora_023724,Peptidyl-prolyl cis-trans isomerase
Acropora_023741,NA
Acropora_023744,NA
Acropora_023747,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_023748,Mab-21
Acropora_023752,release of matrix enzymes from mitochondria
Acropora_023777,NA
Acropora_023795,NA
Acropora_023818,tumor necrosis factor receptor binding
Acropora_023824,potassium voltage-gated channel
Acropora_023832,NA
Acropora_023845,Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
Acropora_023847,CD151 molecule (Raph blood group)
Acropora_023854,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial"
Acropora_023860,Protein of unknown function with motif GDWWSH
Acropora_023874,ATP P2X receptor
Acropora_023877,NA
Acropora_023890,serine transport
Acropora_023893,ubiquitin protein ligase binding
Acropora_023896,Protein of unknown function (DUF667)
Acropora_023898,protein serine/threonine kinase activity
Acropora_023900,voltage-gated potassium channel activity
Acropora_023945,Cancer susceptibility candidate
Acropora_023949,"zinc finger, DHHC-type containing 17"
Acropora_023959,Intermediate filament tail domain-containing protein 1
Acropora_023962,NA
Acropora_023972,NA
Acropora_023977,NA
Acropora_023978,microtubule motor activity
Acropora_023988,cysteine-tRNA ligase activity
Acropora_024015,positive regulation by virus of viral protein levels in host cell
Acropora_024016,NA
Acropora_024023,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_024025,NA
Acropora_024035,NA
Acropora_024069,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
Acropora_024079,choline kinase activity
Acropora_024095,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
Acropora_024101,protein-hormone receptor activity
Acropora_024109,Protein phosphatase 1 regulatory subunit 15A
Acropora_024115,Ligand-gated ion channel
Acropora_024119,Ribonuclease H protein
Acropora_024152,N-glycan processing to lysosome
Acropora_024155,NA
Acropora_024159,NA
Acropora_024160,Aminotransferase class-V
Acropora_024164,"N,N-dimethylaniline monooxygenase activity"
Acropora_024229,glycoprotein 6-alpha-L-fucosyltransferase activity
Acropora_024230,MYC associated factor X
Acropora_024241,Histone-lysine N-methyltransferase
Acropora_024250,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
Acropora_024264,animal organ development
Acropora_024306,Cyclin-dependent kinase-like 1
Acropora_024310,MAP kinase kinase kinase activity
Acropora_024313,NA
Acropora_024333,metal ion binding
Acropora_024337,Ribosome biogenesis protein SLX9
Acropora_024349,ATPase activity
Acropora_024394,"Broad-Complex, Tramtrack and Bric a brac"
Acropora_024395,maternal behavior
Acropora_024401,response to tetrachloromethane
Acropora_024429,Ribosomal protein L10
Acropora_024481,NA
Acropora_024493,peroxidase activity
Acropora_024505,Catalyzes the transfer of a N-acetyl-glucosamine moiety to 1D-myo-inositol 3-phosphate to produce 1D-myo-inositol 2- acetamido-2-deoxy-glucopyranoside 3-phosphate in the mycothiol biosynthesis pathway
Acropora_024516,endoplasmic reticulum lectin 1
Acropora_024528,peroxidase activity
Acropora_024539,NA
Acropora_024551,NA
Acropora_024564,NA
Acropora_024622,NA
Acropora_024626,NA
Acropora_024643,NA
Acropora_024665,NA
Acropora_024702,harbinger transposase derived 1
Acropora_024729,NA
Acropora_024757,NA
Acropora_024773,NA
Acropora_024810,NA
Acropora_024845,NA
Acropora_024870,NA
Acropora_024871,NA
Acropora_024874,NA
Acropora_024886,NA
Acropora_024905,Belongs to the AB hydrolase superfamily. Lipase family
Acropora_024919,NA
Acropora_024927,NA
Acropora_024956,NA
Acropora_024976,NA
Acropora_024979,positive regulation of integrin-mediated signaling pathway
Acropora_024987,Galactose-3-O-sulfotransferase
Acropora_024996,endosomal vesicle fusion
Acropora_025009,NA
Acropora_025010,NA
Acropora_025014,negative regulation of phosphatase activity
Acropora_025018,NA
Acropora_025033,NA
Acropora_025037,NA
Acropora_025039,-
Acropora_025071,NA
Acropora_025110,NA
Acropora_025117,-
Acropora_025119,NA
Acropora_025129,NA
Acropora_025220,Ribonuclease H protein
Acropora_025224,Transposase IS4
Acropora_025232,DDE superfamily endonuclease
Acropora_025267,NA
Acropora_025283,NA
Acropora_025305,NA
Acropora_025327,NA
Acropora_025337,NA
Acropora_025383,-
Acropora_025386,NA
Acropora_025443,NA
Acropora_025452,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_025586,NA
Acropora_025592,NA
Acropora_025598,NA
Acropora_025669,receptor localization to synapse
Acropora_025696,NA
Acropora_025698,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_025725,NA
Acropora_025819,NA
Acropora_025822,7 transmembrane receptor (rhodopsin family)
Acropora_025824,carbohydrate binding
Acropora_025841,NA
Acropora_025846,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
Acropora_025849,NA
Acropora_025866,Methyltransferase domain
Acropora_025873,Protein tyrosine kinase
Acropora_025896,histidine N-acetyltransferase activity
Acropora_025902,NA
Acropora_025914,UPF0577 protein
Acropora_025931,peroxiredoxin activity
Acropora_025940,protein-hormone receptor activity
Acropora_025953,CLK4-associating serine arginine rich protein
Acropora_025971,tRNA methyltransferase 11-2 homolog
Acropora_026011,Belongs to the ubiquitin-conjugating enzyme family
Acropora_026080,"Myosin, light"
Acropora_026084,late endosome to lysosome transport
Acropora_026090,Belongs to the BI1 family
Acropora_026093,Ligand-gated ion channel
Acropora_026127,nucleoside transmembrane transporter activity
Acropora_026139,transcription initiation from RNA polymerase II promoter
Acropora_026144,Dihydrodiol dehydrogenase (dimeric)
Acropora_026151,ubiquitin conjugating enzyme binding
Acropora_026154,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Acropora_026172,choline O-acetyltransferase activity
Acropora_026173,1-phosphatidylinositol-3-phosphate 5-kinase activity
Acropora_026182,NA
Acropora_026208,5'-3' exoribonuclease 2
Acropora_026225,"Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency. Has lower affinity for GTP"
Acropora_026238,aryl hydrocarbon receptor activity
Acropora_026252,TLD
Acropora_026270,mesenchymal stem cell proliferation
Acropora_026271,optic vesicle morphogenesis
Acropora_026286,positive regulation of GTPase activity
Acropora_026291,acidic dipeptidase
Acropora_026294,"retrograde transport, endosome to plasma membrane"
Acropora_026305,positive regulation of sister chromatid cohesion
Acropora_026324,Cupin-like domain
Acropora_026335,Pleckstrin homology domain.
Acropora_026337,symporter activity
Acropora_026348,queuosine biosynthetic process
Acropora_026351,peptide-aspartate beta-dioxygenase activity
Acropora_026357,potassium voltage-gated channel
Acropora_026362,Belongs to the membrane-bound acyltransferase family
Acropora_026370,pre-mRNA branch point binding
Acropora_026393,NA
Acropora_026395,Endoplasmic reticulum-Golgi intermediate compartment protein
Acropora_026404,Dual specificity protein kinase
Acropora_026406,EF-hand domain (C-terminal) containing 1
Acropora_026410,co-translational protein modification
Acropora_026425,Zinc-finger (CX5CX6HX5H) motif
Acropora_026434,Transcription factor
Acropora_026450,dyslexia-associated protein
Acropora_026460,calcium ion binding
Acropora_026470,NA
Acropora_026472,NA
Acropora_026479,sorbin and SH3 domain containing 3
Acropora_026489,NA
Acropora_026491,Amidohydrolase family
Acropora_026493,NA
Acropora_026501,NA
Acropora_026521,thick ascending limb development
Acropora_026522,thick ascending limb development
Acropora_026546,"Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein."
Acropora_026548,E2F/DP family winged-helix DNA-binding domain
Acropora_026552,plasmacytoid dendritic cell antigen processing and presentation
Acropora_026553,CD209 antigen-like protein
Acropora_026560,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Acropora_026579,"DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
Acropora_026594,transcript 3
Acropora_026631,NA
Acropora_026633,NA
Acropora_026681,FAD transmembrane transport
Acropora_026715,NA
Acropora_026717,Belongs to the FPP GGPP synthase family
Acropora_026723,hyaluronic acid binding
Acropora_026735,Glycosyl transferase
Acropora_026774,NA
Acropora_026783,NA
Acropora_026802,Family of unknown function with LKAAEAR motif
Acropora_026820,abhydrolase domain-containing protein
Acropora_026821,dendritic transport of ribonucleoprotein complex
Acropora_026822,"Solute carrier organic anion transporter family, member"
Acropora_026825,NA
Acropora_026833,NA
Acropora_026855,zinc-binding in reverse transcriptase
Acropora_026859,belongs to the NAD synthetase family
Acropora_026878,tRNA wobble uridine modification
Acropora_026934,AP-5 complex subunit sigma-1
Acropora_026982,"Putative DNA-binding domain in centromere protein B, mouse jerky and transposases."
Acropora_027023,fibroblast growth factor-activated receptor activity
Acropora_027025,NA
Acropora_027030,"Glutathione S-transferase, C-terminal domain"
Acropora_027048,NA
Acropora_027057,NA
Acropora_027067,NA
Acropora_027081,NA
Acropora_027115,negative regulation of SMAD protein signal transduction
Acropora_027122,Calmodulin-binding
Acropora_027125,protein dimerization activity
Acropora_027135,negative regulation of centrosome duplication
Acropora_027136,transcription by RNA polymerase III
Acropora_027144,NA
Acropora_027169,NA
Acropora_027185,NA
Acropora_027227,NA
Acropora_027243,NA
Acropora_027247,NA
Acropora_027263,NA
Acropora_027284,Belongs to the glycosyltransferase 43 family
Acropora_027303,neurogenic locus notch homolog protein
Acropora_027338,NA
Acropora_027382,membrane protein ectodomain proteolysis
Acropora_027400,aminopeptidase activity
Acropora_027424,NA
Acropora_027441,NA
Acropora_027453,NA
Acropora_027479,Ribosomal biogenesis protein
Acropora_027480,NA
Acropora_027482,Src homology 3 domains
Acropora_027486,NA
Acropora_027490,Rho GTPase activating protein
Acropora_027499,receptor 133
Acropora_027500,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_027527,NA
Acropora_027529,Receptor
Acropora_027540,exocyst localization
Acropora_027549,"endoribonuclease activity, cleaving siRNA-paired mRNA"
Acropora_027550,"endoribonuclease activity, cleaving siRNA-paired mRNA"
Acropora_027626,NA
Acropora_027636,Milk fat globule-EGF factor 8 protein
Acropora_027643,NA
Acropora_027661,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_027667,NA
Acropora_027671,Serine threonine-protein kinase
Acropora_027673,NA
Acropora_027676,NA
Acropora_027677,Carboxylesterase family
Acropora_027685,NA
Acropora_027692,NA
Acropora_027714,NA
Acropora_027734,NA
Acropora_027745,NA
Acropora_027762,NA
Acropora_027764,NA
Acropora_027768,NA
Acropora_027783,NA
Acropora_027811,ADP biosynthetic process
Acropora_027812,GTPase activator activity
Acropora_027815,NA
Acropora_027826,NA
Acropora_027833,NA
Acropora_027835,translation initiation factor activity
Acropora_027839,protein-cysteine S-acyltransferase activity
Acropora_027841,keratinocyte proliferation
Acropora_027856,NA
Acropora_027878,monooxygenase activity
Acropora_027884,NA
Acropora_027905,protein K11-linked ubiquitination
Acropora_027922,NA
Acropora_027944,epithelial to mesenchymal transition
Acropora_027945,NA
Acropora_027983,BLOC-2 complex binding
Acropora_028023,Calponin homology domain
Acropora_028039,YT521-B-like domain
Acropora_028043,positive regulation of maintenance of mitotic sister chromatid cohesion
Acropora_028055,polyadenylation-dependent snoRNA 3'-end processing
Acropora_028078,negative regulation of cellular response to hepatocyte growth factor stimulus
Acropora_028079,Cenp-F N-terminal domain
Acropora_028085,DNA replication origin binding
Acropora_028112,NA
Acropora_028119,homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_028121,OAR domain
Acropora_028153,vacuole inheritance
Acropora_028163,NA
Acropora_028196,NA
Acropora_028201,NA
Acropora_028208,NA
Acropora_028220,Archaelysin family metallopeptidase 2
Acropora_028227,histone H3-K9 dimethylation
Acropora_028228,N-terminal peptidyl-glutamic acid acetylation
Acropora_028230,calmodulin-dependent protein kinase activity
Acropora_028233,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_028234,forebrain anterior/posterior pattern specification
Acropora_028256,NA
Acropora_028273,NA
Acropora_028282,NA
Acropora_028300,acylamino-acid-releasing enzyme
Acropora_028303,Belongs to the ubiquitin-conjugating enzyme family
Acropora_028304,Threonine synthase N terminus
Acropora_028307,Threonine synthase N terminus
Acropora_028317,NA
Acropora_028335,Rho guanyl-nucleotide exchange factor activity
Acropora_028338,NA
Acropora_028340,NA
Acropora_028342,ubiquitin conjugating enzyme binding
Acropora_028348,Domain of unknown function (DUF4594)
Acropora_028379,NA
Acropora_028409,NA
Acropora_028417,NA
Acropora_028435,NA
Acropora_028440,NA
Acropora_028443,calcium-independent protein kinase C activity
Acropora_028445,Target of rapamycin complex 2 subunit
Acropora_028448,ATP binding
Acropora_028450,NA
Acropora_028475,NA
Acropora_028492,NA
Acropora_028512,NA
Acropora_028513,NA
Acropora_028519,Beta-lactamase
Acropora_028530,NA
Acropora_028561,NA
Acropora_028578,NA
Acropora_028615,NA
Acropora_028631,NA
Acropora_028641,sequence-specific DNA binding
Acropora_028661,NA
Acropora_028662,NA
Acropora_028691,NA
Acropora_028717,NA
Acropora_028719,NA
Acropora_028800,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_028851,NA
Acropora_028852,NA
Acropora_028910,NA
Acropora_028913,NA
Acropora_028927,Chromosome 9 open reading frame 116
Acropora_028928,NA
Acropora_028934,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Acropora_029071,NA
Acropora_029096,Zn-finger in ubiquitin-hydrolases and other protein
Acropora_029137,NA
Acropora_029160,production of miRNAs involved in gene silencing by miRNA
Acropora_029173,NA
Acropora_029198,NA
Acropora_029199,MAC/Perforin domain
Acropora_029204,NA
Acropora_029207,NA
Acropora_029245,NA
Acropora_029246,NA
Acropora_029272,NA
Acropora_029278,NA
Acropora_029294,3'-5' exonuclease
Acropora_029304,NA
Acropora_029306,WNK lysine deficient protein kinase
Acropora_029333,NA
Acropora_029349,ring finger and CHY zinc finger
Acropora_029350,beta-endorphin binding
Acropora_029357,regulator of nonsense transcripts
Acropora_029358,UPF0577 protein
Acropora_029377,NA
Acropora_029383,NA
Acropora_029404,protein K63-linked deubiquitination
Acropora_029456,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases."
Acropora_029460,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
Acropora_029472,NA
Acropora_029486,G/U mismatch-specific uracil-DNA glycosylase activity
Acropora_029496,NA
Acropora_029506,GABA-A receptor activity
Acropora_029531,RNA secondary structure unwinding
Acropora_029542,hAT family C-terminal dimerisation region
Acropora_029544,NA
Acropora_029561,cortical actin cytoskeleton organization
Acropora_029568,thyroid hormone transmembrane transporter activity
Acropora_029596,NA
Acropora_029622,NA
Acropora_029629,NA
Acropora_029633,NA
Acropora_029635,NA
Acropora_029657,N-acetylphosphatidylethanolamine-hydrolysing phospholipas activity
Acropora_029665,NA
Acropora_029678,glucose transmembrane transporter activity
Acropora_029680,glucose transmembrane transporter activity
Acropora_029686,NA
Acropora_029689,protein transport
Acropora_029691,threonine-type endopeptidase activity
Acropora_029701,NA
Acropora_029702,intraciliary retrograde transport
Acropora_029707,NA
Acropora_029719,NA
Acropora_029769,BIR domain binding
Acropora_029771,Chromosome 9 open reading frame 64
Acropora_029796,NA
Acropora_029813,NA
Acropora_029827,NA
Acropora_029828,"Cytochrome P450, family 46, subfamily A, polypeptide"
Acropora_029831,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Acropora_029856,NA
Acropora_029860,NA
Acropora_029865,proteasome assembly
Acropora_029867,Belongs to the p53 family
Acropora_029880,NA
Acropora_029889,Growth differentiation factor 15
Acropora_029908,NA
Acropora_029921,piRNA biosynthetic process
Acropora_029923,thioredoxin-disulfide reductase activity
Acropora_029928,voltage-gated potassium channel activity
Acropora_029951,NA
Acropora_029964,NA
Acropora_029977,protein C-terminus binding
Acropora_030000,NA
Acropora_030024,NA
Acropora_030031,N-acetylglucosamine 6-O-sulfotransferase activity
Acropora_030057,uroporphyrinogen decarboxylase activity
Acropora_030063,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
Acropora_030081,NA
Acropora_030085,epidermal growth factor receptor
Acropora_030088,N-acetylglucosamine 6-O-sulfotransferase activity
Acropora_030090,cellular response to cell-matrix adhesion
Acropora_030102,NA
Acropora_030120,galactosyltransferase activity
Acropora_030132,NADP-retinol dehydrogenase activity
Acropora_030134,NA
Acropora_030138,NA
Acropora_030140,NA
Acropora_030143,NA
Acropora_030158,NA
Acropora_030170,positive regulation of plasminogen activation
Acropora_030176,NA
Acropora_030184,NA
Acropora_030186,lipoprotein receptor-related protein
Acropora_030192,zinc ion binding
Acropora_030200,NA
Acropora_030202,NA
Acropora_030209,NA
Acropora_030212,NA
Acropora_030225,NA
Acropora_030231,NA
Acropora_030245,Peptidyl-prolyl cis-trans isomerase CWC27 homolog
Acropora_030246,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
Acropora_030269,NA
Acropora_030345,protein localization to nuclear inner membrane
Acropora_030348,NA
Acropora_030389,carbohydrate binding
Acropora_030403,NA
Acropora_030406,NA
Acropora_030416,DDE superfamily endonuclease
Acropora_030427,NA
Acropora_030455,NA
Acropora_030493,-
Acropora_030599,NA
Acropora_030641,NA
Acropora_030673,K02A2.6-like
Acropora_030706,NA
Acropora_030805,fibroblast growth factor-activated receptor activity
Acropora_030817,NA
Acropora_030849,NA
Acropora_030871,K02A2.6-like
Acropora_030883,NA
Acropora_030889,NA
Acropora_030893,NA
Acropora_030913,NA
Acropora_030923,cell surface pattern recognition receptor signaling pathway
Acropora_030959,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_031009,Coiled-coil domain containing 17
Acropora_031010,NA
Acropora_031025,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_031036,NA
Acropora_031062,endosome to melanosome transport
Acropora_031067,NA
Acropora_031071,NA
