gene,KOG
Acropora_020022,MTOR-interacting protein
Acropora_020028,NA
Acropora_020032,L-ascorbic acid binding
Acropora_020036,tRNA pseudouridine synthesis
Acropora_020038,"Phosphatidylinositol glycan anchor biosynthesis, class L"
Acropora_020049,"RAB, member of RAS oncogene family-like 3"
Acropora_020052,NA
Acropora_020058,PRKR interacting protein 1 (IL11 inducible)
Acropora_020059,protein K6-linked deubiquitination
Acropora_020061,"2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus"
Acropora_020074,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
Acropora_020101,organic anion transmembrane transporter activity
Acropora_020106,NA
Acropora_020111,magnesium ion binding
Acropora_020118,regulation of transcription factor catabolic process
Acropora_020122,polynucleotide
Acropora_020123,GTPase of unknown function C-terminal
Acropora_020132,NA
Acropora_020146,positive regulation of spontaneous neurotransmitter secretion
Acropora_020181,chromatin remodeling
Acropora_020204,tRNA-4-demethylwyosine synthase activity
Acropora_020206,Microtubule-associated protein RP EB family member 3
Acropora_020224,phenanthrene-epoxide hydrolase activity
Acropora_020229,NA
Acropora_020230,SET domain containing 6
Acropora_020235,NA
Acropora_020243,microtubule motor activity
Acropora_020271,NA
Acropora_020272,fibroblast growth factor-activated receptor activity
Acropora_020273,NA
Acropora_020276,NA
Acropora_020278,fibroblast growth factor-activated receptor activity
Acropora_020289,histone H3-K27 demethylation
Acropora_020290,NA
Acropora_020296,protein ubiquitination
Acropora_020297,Belongs to the DHHC palmitoyltransferase family
Acropora_020331,NA
Acropora_020335,Nuclear factor related to
Acropora_020347,Nodal modulator
Acropora_020357,NA
Acropora_020365,NA
Acropora_020373,NA
Acropora_020388,Dixin isoform X1
Acropora_020409,NA
Acropora_020425,NA
Acropora_020429,NA
Acropora_020430,NA
Acropora_020451,Transcription mediator complex subunit Med12
Acropora_020452,NA
Acropora_020469,NA
Acropora_020474,ankyrin repeats
Acropora_020488,NA
Acropora_020491,hormone-sensitive lipase activity
Acropora_020514,cerebellar Purkinje cell layer maturation
Acropora_020524,NA
Acropora_020525,Cyclin-dependent kinase inhibitor 1B-like
Acropora_020529,protein binding involved in protein folding
Acropora_020533,NA
Acropora_020547,NA
Acropora_020552,Tektin 3
Acropora_020561,NA
Acropora_020572,organic anion transmembrane transporter activity
Acropora_020576,NA
Acropora_020596,positive regulation of protein exit from endoplasmic reticulum
Acropora_020599,Endomembrane protein 70
Acropora_020606,G patch domain-containing protein
Acropora_020617,thiol-dependent ubiquitin-specific protease activity
Acropora_020620,NA
Acropora_020652,NA
Acropora_020658,DNA repair protein complementing XP-G
Acropora_020667,NA
Acropora_020719,NA
Acropora_020722,NA
Acropora_020724,NA
Acropora_020730,NA
Acropora_020747,MAP kinase kinase kinase kinase activity
Acropora_020756,"Filamin C, gamma"
Acropora_020758,NA
Acropora_020760,60S ribosomal protein
Acropora_020764,regulation of mitotic cell cycle
Acropora_020766,NA
Acropora_020779,NA
Acropora_020808,NA
Acropora_020826,NA
Acropora_020865,NA
Acropora_021013,NA
Acropora_021083,NA
Acropora_021086,K02A2.6-like
Acropora_021127,NA
Acropora_021139,NA
Acropora_021140,NA
Acropora_021142,NA
Acropora_021149,NA
Acropora_021242,NA
Acropora_021258,NA
Acropora_021271,"ATPase activity, coupled to transmembrane movement of substances"
Acropora_021272,NA
Acropora_021281,NA
Acropora_021309,NA
Acropora_021310,NA
Acropora_021316,NA
Acropora_021351,NA
Acropora_021366,Zinc finger B-box
Acropora_021384,NA
Acropora_021396,NA
Acropora_021433,"Translocon-associated protein, delta subunit precursor (TRAP-delta)"
Acropora_021472,positive regulation of TOR signaling
Acropora_021484,NA
Acropora_021494,NA
Acropora_021522,NA
Acropora_021528,NA
Acropora_021538,NA
Acropora_021565,NA
Acropora_021569,NA
Acropora_021586,Low affinity cationic amino acid transporter 2
Acropora_021589,NA
Acropora_021613,NA
Acropora_021635,NA
Acropora_021653,NA
Acropora_021655,metalloendopeptidase activity
Acropora_021659,negative regulation of cell growth involved in cardiac muscle cell development
Acropora_021667,GRIP and coiled-coil
Acropora_021708,NA
Acropora_021718,NA
Acropora_021725,GTPase-activator protein for Ras-like GTPase
Acropora_021754,Presenilin enhancer gamma secretase subunit
Acropora_021795,Aristaless related homeobox
Acropora_021800,TM2 domain
Acropora_021803,Rac GTPase binding
Acropora_021807,phosphatidylinositol dephosphorylation
Acropora_021825,Helix-turn-helix of DDE superfamily endonuclease
Acropora_021828,developmental process involved in reproduction
Acropora_021831,Rho GTPase activating protein 32
Acropora_021835,transmembrane protein 147
Acropora_021838,actin binding
Acropora_021856,neuropeptide Y receptor activity
Acropora_021857,NA
Acropora_021876,GMC oxidoreductase
Acropora_021890,NA
Acropora_021894,Belongs to the cullin family
Acropora_021912,regulation of cyclin-dependent protein serine/threonine kinase activity
Acropora_021946,NA
Acropora_021950,ribosomal small subunit assembly
Acropora_021969,"DNA-directed RNA polymerases I, II, and III subunit"
Acropora_021984,-
Acropora_021988,snRNA processing
Acropora_022002,NA
Acropora_022020,c4 zinc finger in nuclear hormone receptors
Acropora_022021,Belongs to the DEAD box helicase family
Acropora_022029,NA
Acropora_022035,RNA binding
Acropora_022038,dynein light chain binding
Acropora_022039,DSBA-like thioredoxin domain
Acropora_022044,Antigen WC1.1-like
Acropora_022053,protein kinase C activity
Acropora_022054,mitochondrial fusion
Acropora_022059,protein kinase C activity
Acropora_022062,NA
Acropora_022063,NA
Acropora_022087,amyloid-beta metabolic process
Acropora_022089,selective autophagy
Acropora_022092,Translin-associated factor X-interacting N-terminus
Acropora_022093,NA
Acropora_022095,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Acropora_022101,NA
Acropora_022103,NA
Acropora_022115,RNA polymerase II transcriptional preinitiation complex assembly
Acropora_022123,NA
Acropora_022126,"Zic family member 5 (odd-paired homolog, Drosophila)"
Acropora_022130,manganese ion binding
Acropora_022131,glycogen synthase
Acropora_022132,protein-cysteine S-acyltransferase activity
Acropora_022145,Autophagy-related protein 3
Acropora_022148,NA
Acropora_022151,Coiled-coil domain containing 153
Acropora_022157,NA
Acropora_022165,arylacetamide deacetylase-like
Acropora_022169,O-acyltransferase
Acropora_022182,pancreatic epsilon cell differentiation
Acropora_022185,Cop9 signalosome
Acropora_022186,snRNA processing
Acropora_022192,positive regulation of proteasomal protein catabolic process
Acropora_022207,Diacylglycerol kinase
Acropora_022218,Belongs to the G-protein coupled receptor Fz Smo family
Acropora_022229,NA
Acropora_022238,positive regulation of DNA-directed DNA polymerase activity
Acropora_022273,NEDD8 transferase activity
Acropora_022278,electron-transferring-flavoprotein dehydrogenase activity
Acropora_022316,NA
Acropora_022335,-
Acropora_022337,ADP-ribosylarginine hydrolase activity
Acropora_022353,Placenta-specific gene 8 protein-like
Acropora_022371,Domain of unknown function (DUF4457)
Acropora_022372,Domain of unknown function (DUF4457)
Acropora_022388,RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
Acropora_022393,RNA binding protein fox-1 homolog
Acropora_022411,SOCS box
Acropora_022413,Cytohesin
Acropora_022416,proteasome-mediated ubiquitin-dependent protein catabolic process
Acropora_022443,NA
Acropora_022482,nucleic acid binding
Acropora_022498,Von Willebrand factor A
Acropora_022505,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
Acropora_022506,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome"
Acropora_022521,Ubiquitin carboxyl-terminal hydrolase
Acropora_022540,"Leucine-rich repeat LGI family, member 3"
Acropora_022543,NA
Acropora_022551,rRNA processing
Acropora_022560,NA
Acropora_022563,negative regulation of protein kinase B signaling
Acropora_022581,Transmembrane amino acid transporter protein
Acropora_022584,glycerophosphodiester phosphodiesterase 1
Acropora_022585,glycerophosphodiester phosphodiesterase 1
Acropora_022593,iron-sulfur cluster assembly
Acropora_022627,NA
Acropora_022630,metalloendopeptidase activity
Acropora_022636,pre-mRNA 3'-splice site binding
Acropora_022644,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Acropora_022668,trimethyllysine
Acropora_022672,-
Acropora_022688,protein-cysteine S-acyltransferase activity
Acropora_022692,"Chromobox homolog 4 (Pc class homolog, Drosophila)"
Acropora_022710,mitogen-activated protein kinase p38 binding
Acropora_022717,Growth factor receptor-bound protein 2
Acropora_022748,detection of mechanical stimulus
Acropora_022755,fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
Acropora_022772,Inward rectifier potassium channel
Acropora_022782,coiled-coil domain containing 57
Acropora_022797,kelch-like
Acropora_022824,NA
Acropora_022853,WD repeat domain 5
Acropora_022861,NA
Acropora_022868,NA
Acropora_022885,NA
Acropora_022888,early endosome to Golgi transport
Acropora_022923,alkylglycerone-phosphate synthase activity
Acropora_022924,serine arginine-rich splicing factor
Acropora_022927,D-erythro-sphingosine kinase activity
Acropora_022928,NA
Acropora_022941,low voltage-gated calcium channel activity
Acropora_022953,intracellular chloride channel activity
Acropora_022988,response to intra-S DNA damage checkpoint signaling
Acropora_022997,voltage-gated potassium channel activity
Acropora_022998,GTP binding protein 1
Acropora_023028,Collagen triple helix repeat (20 copies)
Acropora_023029,NA
Acropora_023055,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
Acropora_023059,"CCR4-NOT transcription complex, subunit 3"
Acropora_023077,NA
Acropora_023096,NA
Acropora_023111,protein heterodimerization activity
Acropora_023116,SGT1 protein
Acropora_023117,NA
Acropora_023126,NA
Acropora_023131,regulation of epidermal growth factor receptor signaling pathway
Acropora_023151,NA
Acropora_023191,NA
Acropora_023221,NA
Acropora_023227,"translation release factor activity, codon nonspecific"
Acropora_023230,NA
Acropora_023246,NA
Acropora_023255,NA
Acropora_023261,Nucleosome-remodeling factor subunit
Acropora_023263,NA
Acropora_023300,NA
Acropora_023308,NA
Acropora_023309,NA
Acropora_023325,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Acropora_023378,NA
Acropora_023386,NA
Acropora_023427,NA
Acropora_023487,Chibby homolog 1
Acropora_023499,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_023505,NA
Acropora_023514,NA
Acropora_023529,GNS1/SUR4 family
Acropora_023536,Activating molecule in BECN1-regulated autophagy protein
Acropora_023549,calcium ion binding
Acropora_023556,acetylcholine-gated cation-selective channel activity
Acropora_023592,protein tyrosine phosphatase activity
Acropora_023599,NA
Acropora_023607,NA
Acropora_023612,Activating transcription factor
Acropora_023615,NA
Acropora_023619,Belongs to the universal ribosomal protein uS9 family
Acropora_023622,clathrin adaptor activity
Acropora_023633,Belongs to the ATP guanido phosphotransferase family
Acropora_023637,NA
Acropora_023660,Putative cyclase
Acropora_023662,NA
Acropora_023682,NA
Acropora_023693,Belongs to the helicase family. RecQ subfamily
Acropora_023697,NA
Acropora_023711,NA
Acropora_023717,sulfur oxidation
Acropora_023724,Peptidyl-prolyl cis-trans isomerase
Acropora_023741,NA
Acropora_023747,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_023748,Mab-21
Acropora_023756,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_023761,sequence-specific DNA binding
Acropora_023774,voltage-gated potassium channel activity
Acropora_023777,NA
Acropora_023796,tumor necrosis factor receptor binding
Acropora_023833,doublecortin domain-containing protein
Acropora_023845,Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
Acropora_023874,ATP P2X receptor
Acropora_023877,NA
Acropora_023896,Protein of unknown function (DUF667)
Acropora_023900,voltage-gated potassium channel activity
Acropora_023945,Cancer susceptibility candidate
Acropora_023954,NA
Acropora_023959,Intermediate filament tail domain-containing protein 1
Acropora_023962,NA
Acropora_023972,NA
Acropora_023977,NA
Acropora_023988,cysteine-tRNA ligase activity
Acropora_024003,alanylglutamate dipeptidase activity
Acropora_024007,lipoprotein receptor-related protein
Acropora_024015,positive regulation by virus of viral protein levels in host cell
Acropora_024016,NA
Acropora_024025,NA
Acropora_024035,NA
Acropora_024043,zinc ion binding
Acropora_024051,G-protein coupled receptor activity
Acropora_024069,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
Acropora_024079,choline kinase activity
Acropora_024091,von Willebrand factor (vWF) type A domain
Acropora_024098,Sorting and assembly machinery component 50 homolog
Acropora_024115,Ligand-gated ion channel
Acropora_024119,Ribonuclease H protein
Acropora_024132,BTB/POZ domain
Acropora_024143,positive regulation of centriole elongation
Acropora_024152,N-glycan processing to lysosome
Acropora_024159,NA
Acropora_024160,Aminotransferase class-V
Acropora_024229,glycoprotein 6-alpha-L-fucosyltransferase activity
Acropora_024230,MYC associated factor X
Acropora_024246,NA
Acropora_024250,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
Acropora_024255,phosphoprotein phosphatase activity
Acropora_024260,NA
Acropora_024305,"Zinc finger, C3HC4 type (RING finger)"
Acropora_024306,Cyclin-dependent kinase-like 1
Acropora_024313,NA
Acropora_024320,"Polymerase (DNA directed), eta"
Acropora_024324,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Acropora_024333,metal ion binding
Acropora_024337,Ribosome biogenesis protein SLX9
Acropora_024348,NA
Acropora_024349,ATPase activity
Acropora_024394,"Broad-Complex, Tramtrack and Bric a brac"
Acropora_024395,maternal behavior
Acropora_024411,NA
Acropora_024419,structural constituent of nuclear pore
Acropora_024425,NA
Acropora_024428,NA
Acropora_024429,Ribosomal protein L10
Acropora_024481,NA
Acropora_024493,peroxidase activity
Acropora_024505,Catalyzes the transfer of a N-acetyl-glucosamine moiety to 1D-myo-inositol 3-phosphate to produce 1D-myo-inositol 2- acetamido-2-deoxy-glucopyranoside 3-phosphate in the mycothiol biosynthesis pathway
Acropora_024515,"Tubulin/FtsZ family, GTPase domain"
Acropora_024528,peroxidase activity
Acropora_024539,NA
Acropora_024551,NA
Acropora_024564,NA
Acropora_024566,NA
Acropora_024626,NA
Acropora_024643,NA
Acropora_024658,nuclease activity
Acropora_024665,NA
Acropora_024702,harbinger transposase derived 1
Acropora_024729,NA
Acropora_024757,NA
Acropora_024773,NA
Acropora_024805,NA
Acropora_024808,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_024810,NA
Acropora_024845,NA
Acropora_024871,NA
Acropora_024874,NA
Acropora_024886,NA
Acropora_024903,Kelch-like protein 17
Acropora_024905,Belongs to the AB hydrolase superfamily. Lipase family
Acropora_024919,NA
Acropora_024927,NA
Acropora_024951,NA
Acropora_024976,NA
Acropora_024979,positive regulation of integrin-mediated signaling pathway
Acropora_025010,NA
Acropora_025013,NA
Acropora_025014,negative regulation of phosphatase activity
Acropora_025033,NA
Acropora_025037,NA
Acropora_025039,-
Acropora_025069,NA
Acropora_025071,NA
Acropora_025117,-
Acropora_025119,NA
Acropora_025129,NA
Acropora_025131,NA
Acropora_025135,NA
Acropora_025206,NA
Acropora_025211,-
Acropora_025218,NA
Acropora_025220,Ribonuclease H protein
Acropora_025232,DDE superfamily endonuclease
Acropora_025267,NA
Acropora_025277,NA
Acropora_025283,NA
Acropora_025327,NA
Acropora_025328,NA
Acropora_025337,NA
Acropora_025386,NA
Acropora_025423,NA
Acropora_025443,NA
Acropora_025452,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_025459,THAP domain containing
Acropora_025506,NA
Acropora_025529,NA
Acropora_025586,NA
Acropora_025592,NA
Acropora_025598,NA
Acropora_025678,NA
Acropora_025698,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_025725,NA
Acropora_025751,NA
Acropora_025841,NA
Acropora_025846,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
Acropora_025849,NA
Acropora_025863,RNA splicing
Acropora_025866,Methyltransferase domain
Acropora_025874,Src homology 2 domains
Acropora_025880,polypeptide
Acropora_025896,histidine N-acetyltransferase activity
Acropora_025902,NA
Acropora_025914,UPF0577 protein
Acropora_025916,NA
Acropora_025940,protein-hormone receptor activity
Acropora_025967,NA
Acropora_025971,tRNA methyltransferase 11-2 homolog
Acropora_025977,ATP binding
Acropora_025981,zinc ion binding
Acropora_026011,Belongs to the ubiquitin-conjugating enzyme family
Acropora_026026,NA
Acropora_026039,chondroitin-glucuronate 5-epimerase activity
Acropora_026055,NA
Acropora_026080,"Myosin, light"
Acropora_026093,Ligand-gated ion channel
Acropora_026103,homeobox
Acropora_026139,transcription initiation from RNA polymerase II promoter
Acropora_026144,Dihydrodiol dehydrogenase (dimeric)
Acropora_026148,NA
Acropora_026151,ubiquitin conjugating enzyme binding
Acropora_026154,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Acropora_026164,NA
Acropora_026175,phosphatase 4 regulatory subunit 4
Acropora_026196,Cyclic nucleotide-monophosphate binding domain
Acropora_026197,Homeodomain
Acropora_026208,5'-3' exoribonuclease 2
Acropora_026238,aryl hydrocarbon receptor activity
Acropora_026244,NA
Acropora_026247,-
Acropora_026252,TLD
Acropora_026254,protein K11-linked deubiquitination
Acropora_026274,NA
Acropora_026291,acidic dipeptidase
Acropora_026300,NA
Acropora_026305,positive regulation of sister chromatid cohesion
Acropora_026324,Cupin-like domain
Acropora_026328,NA
Acropora_026333,GTPase activity
Acropora_026335,Pleckstrin homology domain.
Acropora_026337,symporter activity
Acropora_026348,queuosine biosynthetic process
Acropora_026350,ATP-dependent RNA helicase
Acropora_026351,peptide-aspartate beta-dioxygenase activity
Acropora_026393,NA
Acropora_026395,Endoplasmic reticulum-Golgi intermediate compartment protein
Acropora_026404,Dual specificity protein kinase
Acropora_026406,EF-hand domain (C-terminal) containing 1
Acropora_026425,Zinc-finger (CX5CX6HX5H) motif
Acropora_026450,dyslexia-associated protein
Acropora_026460,calcium ion binding
Acropora_026470,NA
Acropora_026472,NA
Acropora_026479,sorbin and SH3 domain containing 3
Acropora_026489,NA
Acropora_026491,Amidohydrolase family
Acropora_026501,NA
Acropora_026504,NA
Acropora_026507,NA
Acropora_026513,NA
Acropora_026521,thick ascending limb development
Acropora_026546,"Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein."
Acropora_026551,Nuclear receptor coactivator 7
Acropora_026552,plasmacytoid dendritic cell antigen processing and presentation
Acropora_026553,CD209 antigen-like protein
Acropora_026579,"DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
Acropora_026594,transcript 3
Acropora_026631,NA
Acropora_026633,NA
Acropora_026701,NAD(P)H-binding
Acropora_026715,NA
Acropora_026723,hyaluronic acid binding
Acropora_026759,medium-chain fatty acid-CoA ligase activity
Acropora_026774,NA
Acropora_026783,NA
Acropora_026821,dendritic transport of ribonucleoprotein complex
Acropora_026822,"Solute carrier organic anion transporter family, member"
Acropora_026825,NA
Acropora_026833,NA
Acropora_026855,zinc-binding in reverse transcriptase
Acropora_026878,tRNA wobble uridine modification
Acropora_026934,AP-5 complex subunit sigma-1
Acropora_026936,protein C2orf50 homolog
Acropora_026956,E3 ubiquitin-protein ligase
Acropora_026962,NA
Acropora_026982,"Putative DNA-binding domain in centromere protein B, mouse jerky and transposases."
Acropora_027023,fibroblast growth factor-activated receptor activity
Acropora_027024,NA
Acropora_027025,NA
Acropora_027030,"Glutathione S-transferase, C-terminal domain"
Acropora_027042,NA
Acropora_027067,NA
Acropora_027081,NA
Acropora_027099,NA
Acropora_027115,negative regulation of SMAD protein signal transduction
Acropora_027122,Calmodulin-binding
Acropora_027135,negative regulation of centrosome duplication
Acropora_027136,transcription by RNA polymerase III
Acropora_027144,NA
Acropora_027156,regulation of mitotic cell cycle
Acropora_027169,NA
Acropora_027184,NA
Acropora_027185,NA
Acropora_027210,NA
Acropora_027227,NA
Acropora_027243,NA
Acropora_027247,NA
Acropora_027258,NA
Acropora_027263,NA
Acropora_027284,Belongs to the glycosyltransferase 43 family
Acropora_027303,neurogenic locus notch homolog protein
Acropora_027338,NA
Acropora_027366,NA
Acropora_027367,axonogenesis involved in innervation
Acropora_027375,Pseudouridine-metabolizing bifunctional protein C1861.05-like
Acropora_027381,NA
Acropora_027382,membrane protein ectodomain proteolysis
Acropora_027424,NA
Acropora_027441,NA
Acropora_027453,NA
Acropora_027479,Ribosomal biogenesis protein
Acropora_027480,NA
Acropora_027482,Src homology 3 domains
Acropora_027486,NA
Acropora_027490,Rho GTPase activating protein
Acropora_027499,receptor 133
Acropora_027529,Receptor
Acropora_027540,exocyst localization
Acropora_027549,"endoribonuclease activity, cleaving siRNA-paired mRNA"
Acropora_027550,"endoribonuclease activity, cleaving siRNA-paired mRNA"
Acropora_027590,cell adhesion
Acropora_027626,NA
Acropora_027636,Milk fat globule-EGF factor 8 protein
Acropora_027638,NA
Acropora_027643,NA
Acropora_027661,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_027667,NA
Acropora_027673,NA
Acropora_027676,NA
Acropora_027677,Carboxylesterase family
Acropora_027680,ATP-dependent DNA helicase
Acropora_027685,NA
Acropora_027714,NA
Acropora_027762,NA
Acropora_027783,NA
Acropora_027811,ADP biosynthetic process
Acropora_027815,NA
Acropora_027822,NA
Acropora_027826,NA
Acropora_027833,NA
Acropora_027835,translation initiation factor activity
Acropora_027839,protein-cysteine S-acyltransferase activity
Acropora_027841,keratinocyte proliferation
Acropora_027849,NA
Acropora_027856,NA
Acropora_027884,NA
Acropora_027922,NA
Acropora_027945,NA
Acropora_027951,TBC1 domain family member
Acropora_027955,Coiled-coil domain containing 43
Acropora_027983,BLOC-2 complex binding
Acropora_027985,Belongs to the short-chain dehydrogenases reductases (SDR) family
Acropora_028039,YT521-B-like domain
Acropora_028043,positive regulation of maintenance of mitotic sister chromatid cohesion
Acropora_028078,negative regulation of cellular response to hepatocyte growth factor stimulus
Acropora_028080,Zinc ion binding
Acropora_028107,rRNA primary transcript binding
Acropora_028111,NA
Acropora_028112,NA
Acropora_028120,Belongs to the actin family
Acropora_028123,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins"
Acropora_028152,structural constituent of ribosome
Acropora_028153,vacuole inheritance
Acropora_028192,ubiquitin-protein transferase activity
Acropora_028194,"alternative mRNA splicing, via spliceosome"
Acropora_028196,NA
Acropora_028201,NA
Acropora_028208,NA
Acropora_028211,NA
Acropora_028220,Archaelysin family metallopeptidase 2
Acropora_028221,NA
Acropora_028227,histone H3-K9 dimethylation
Acropora_028228,N-terminal peptidyl-glutamic acid acetylation
Acropora_028232,NA
Acropora_028233,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_028234,forebrain anterior/posterior pattern specification
Acropora_028242,NA
Acropora_028256,NA
Acropora_028273,NA
Acropora_028282,NA
Acropora_028296,NA
Acropora_028303,Belongs to the ubiquitin-conjugating enzyme family
Acropora_028304,Threonine synthase N terminus
Acropora_028307,Threonine synthase N terminus
Acropora_028317,NA
Acropora_028321,NA
Acropora_028326,NA
Acropora_028335,Rho guanyl-nucleotide exchange factor activity
Acropora_028391,NA
Acropora_028400,activation of store-operated calcium channel activity
Acropora_028417,NA
Acropora_028431,NA
Acropora_028440,NA
Acropora_028443,calcium-independent protein kinase C activity
Acropora_028445,Target of rapamycin complex 2 subunit
Acropora_028448,ATP binding
Acropora_028450,NA
Acropora_028482,Component of oligomeric golgi complex 5
Acropora_028486,NA
Acropora_028492,NA
Acropora_028494,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
Acropora_028512,NA
Acropora_028561,NA
Acropora_028578,NA
Acropora_028615,NA
Acropora_028631,NA
Acropora_028653,Rab guanyl-nucleotide exchange factor activity
Acropora_028661,NA
Acropora_028662,NA
Acropora_028691,NA
Acropora_028719,NA
Acropora_028764,NA
Acropora_028800,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_028852,NA
Acropora_028907,NA
Acropora_028910,NA
Acropora_028920,NA
Acropora_028989,NA
Acropora_029000,NA
Acropora_029003,NA
Acropora_029065,NA
Acropora_029071,NA
Acropora_029096,Zn-finger in ubiquitin-hydrolases and other protein
Acropora_029107,NA
Acropora_029137,NA
Acropora_029172,Lipoxygenase
Acropora_029173,NA
Acropora_029177,NA
Acropora_029198,NA
Acropora_029199,MAC/Perforin domain
Acropora_029204,NA
Acropora_029213,G-protein coupled receptor activity
Acropora_029245,NA
Acropora_029246,NA
Acropora_029272,NA
Acropora_029278,NA
Acropora_029294,3'-5' exonuclease
Acropora_029304,NA
Acropora_029306,WNK lysine deficient protein kinase
Acropora_029333,NA
Acropora_029349,ring finger and CHY zinc finger
Acropora_029350,beta-endorphin binding
Acropora_029351,otolith morphogenesis
Acropora_029377,NA
Acropora_029383,NA
Acropora_029404,protein K63-linked deubiquitination
Acropora_029420,MAP kinase activity
Acropora_029433,NA
Acropora_029448,NA
Acropora_029460,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
Acropora_029462,negative regulation of smooth muscle cell differentiation
Acropora_029476,NA
Acropora_029488,RNA splicing
Acropora_029506,GABA-A receptor activity
Acropora_029531,RNA secondary structure unwinding
Acropora_029542,hAT family C-terminal dimerisation region
Acropora_029568,thyroid hormone transmembrane transporter activity
Acropora_029570,NA
Acropora_029591,NA
Acropora_029629,NA
Acropora_029633,NA
Acropora_029635,NA
Acropora_029638,sequence-specific DNA binding
Acropora_029644,NA
Acropora_029647,NA
Acropora_029665,NA
Acropora_029666,NA
Acropora_029680,glucose transmembrane transporter activity
Acropora_029684,sequence-specific DNA binding
Acropora_029686,NA
Acropora_029689,protein transport
Acropora_029691,threonine-type endopeptidase activity
Acropora_029701,NA
Acropora_029702,intraciliary retrograde transport
Acropora_029705,Histone methylation protein DOT1
Acropora_029707,NA
Acropora_029719,NA
Acropora_029742,Chromosome 1 open reading frame 194
Acropora_029758,NA
Acropora_029794,Major Facilitator Superfamily
Acropora_029796,NA
Acropora_029813,NA
Acropora_029816,factor 18
Acropora_029817,NA
Acropora_029818,mRNA-containing ribonucleoprotein complex export from nucleus
Acropora_029828,"Cytochrome P450, family 46, subfamily A, polypeptide"
Acropora_029831,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Acropora_029837,NA
Acropora_029856,NA
Acropora_029865,proteasome assembly
Acropora_029867,Belongs to the p53 family
Acropora_029889,Growth differentiation factor 15
Acropora_029893,phosphoprotein phosphatase activity
Acropora_029908,NA
Acropora_029921,piRNA biosynthetic process
Acropora_029923,thioredoxin-disulfide reductase activity
Acropora_029928,voltage-gated potassium channel activity
Acropora_029944,NA
Acropora_029951,NA
Acropora_029964,NA
Acropora_030000,NA
Acropora_030005,NA
Acropora_030010,NA
Acropora_030024,NA
Acropora_030027,NA
Acropora_030031,N-acetylglucosamine 6-O-sulfotransferase activity
Acropora_030033,Regulatory factor
Acropora_030055,NA
Acropora_030081,NA
Acropora_030085,epidermal growth factor receptor
Acropora_030102,NA
Acropora_030126,NA
Acropora_030134,NA
Acropora_030140,NA
Acropora_030143,NA
Acropora_030158,NA
Acropora_030170,positive regulation of plasminogen activation
Acropora_030176,NA
Acropora_030184,NA
Acropora_030186,lipoprotein receptor-related protein
Acropora_030192,zinc ion binding
Acropora_030200,NA
Acropora_030202,NA
Acropora_030209,NA
Acropora_030212,NA
Acropora_030224,NA
Acropora_030245,Peptidyl-prolyl cis-trans isomerase CWC27 homolog
