gene,KOG
Acropora_031007,NA
Acropora_031045,NA
Acropora_031048,NA
Acropora_031065,NA
Acropora_031079,chromatin assembly or disassembly
Acropora_031097,Belongs to the G-protein coupled receptor 2 family
Acropora_031133,DNA synthesis involved in double-strand break repair via homologous recombination
Acropora_031145,NA
Acropora_031167,Cell division cycle
Acropora_031175,ankyrin repeat
Acropora_031186,response to virus
Acropora_031194,glutathione hydrolase activity
Acropora_031218,"negative regulation of mRNA splicing, via spliceosome"
Acropora_031227,voltage-gated potassium channel activity
Acropora_031244,very-long-chain enoyl-CoA
Acropora_031269,52 kDa repressor of the inhibitor of the protein kinase-like
Acropora_031279,Hydroxysteroid dehydrogenase-like protein
Acropora_031302,UDP-glucuronic acid transmembrane transporter activity
Acropora_031328,NA
Acropora_031349,Glycine dehydrogenase (decarboxylating)
Acropora_031370,NA
Acropora_031394,ATP-dependent 5'-3' DNA/RNA helicase activity
Acropora_031400,calcium ion binding
Acropora_031441,NA
Acropora_031455,NA
Acropora_031467,Prolyl 4-hydroxylase alpha subunit homologues.
Acropora_031475,HEAT repeat containing 1
Acropora_031492,phosphodiesterase I activity
Acropora_031540,positive regulation of DNA demethylation
Acropora_031593,Short calmodulin-binding motif containing conserved Ile and Gln residues.
Acropora_031685,Cephalosporin hydroxylase
Acropora_031709,NA
Acropora_031765,Milk fat globule-EGF factor 8 protein
Acropora_031847,NA
Acropora_031854,NA
Acropora_032006,NA
Acropora_032011,negative regulation of glucokinase activity
Acropora_032021,NA
Acropora_032062,NA
Acropora_032136,Ribonuclease H protein
Acropora_032139,fibroblast growth factor-activated receptor activity
Acropora_032177,NA
Acropora_032184,NA
Acropora_032190,gamma-glutamyl-peptidase activity
Acropora_032194,NA
Acropora_032204,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)
Acropora_032302,Notch receptor processing
Acropora_032318,THAP
Acropora_032397,arachidonic acid secretion
Acropora_032398,NA
Acropora_032417,NA
Acropora_032439,sympathetic neuron projection guidance
Acropora_032453,Belongs to the peptidase M24B family
Acropora_032498,NA
Acropora_032535,NA
Acropora_032602,NA
Acropora_032667,NA
Acropora_032670,NA
Acropora_032717,NA
Acropora_032723,NA
Acropora_032730,NA
Acropora_032811,NA
Acropora_032819,TLD
Acropora_032843,NA
Acropora_032844,NA
Acropora_032894,methylcrotonoyl-CoA carboxylase activity
Acropora_032948,NA
Acropora_032949,NA
Acropora_032952,NA
Acropora_032978,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_032994,NA
Acropora_033044,-
Acropora_033057,NA
Acropora_033065,NA
Acropora_033083,NA
Acropora_033131,NA
Acropora_033133,NA
Acropora_033136,NA
Acropora_033146,NA
Acropora_033178,NA
Acropora_033186,NA
Acropora_033233,NA
Acropora_033246,NA
Acropora_033271,NA
Acropora_033312,NA
Acropora_033327,NA
Acropora_033393,Immunoglobulin C-2 Type
Acropora_033407,regulatory subunit 4
Acropora_033447,NA
Acropora_033454,NA
Acropora_033463,NA
Acropora_033631,NA
Acropora_033746,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_033751,NA
Acropora_033754,NA
Acropora_033789,positive regulation of motile cilium assembly
Acropora_033807,NA
Acropora_033918,NA
Acropora_34076,NA
Acropora_34169,Pao retrotransposon peptidase
Acropora_34189,smooth muscle cell migration
Acropora_34217,NA
Acropora_34226,NA
Acropora_34236,NA
Acropora_34257,NA
Acropora_34279,positive regulation of transcription elongation from RNA polymerase II promoter
Acropora_34300,NA
Acropora_34372,NA
Acropora_34391,NA
Acropora_34396,NA
Acropora_34398,NA
Acropora_34426,NA
Acropora_34427,NA
Acropora_34446,NA
Acropora_34450,SUZ RNA binding domain containing 1
Acropora_34451,NA
Acropora_34480,steroid hormone receptor activity
Acropora_34495,NA
Acropora_34500,NA
Acropora_34508,NA
Acropora_34529,NA
Acropora_34536,NA
Acropora_34547,NA
Acropora_34557,NA
Acropora_34579,NA
Acropora_34590,NA
Acropora_34606,NA
